Timestamp,Memory_Usage_%,Memory_Used_MB,Disk_Usage_%,CPU_Usage_%,Net_In_KB/s,Net_Out_KB/s,gpu_0_util_%,gpu_0_mem_used_mb,gpu_0_mem_total_mb,gpu_1_util_%,gpu_1_mem_used_mb,gpu_1_mem_total_mb,gpu_2_util_%,gpu_2_mem_used_mb,gpu_2_mem_total_mb,gpu_3_util_%,gpu_3_mem_used_mb,gpu_3_mem_total_mb
2026-04-09 00:05:35,17.45,44933.0,46.0,16.5,0,0,3,6221,49140,67,4423,49140,0,23513,49140,3,25445,49140
2026-04-09 00:05:42,17.44,44928.0,46.0,16.5,0,0,14,6221,49140,99,4423,49140,0,23513,49140,2,25443,49140
2026-04-09 00:05:48,17.44,44923.0,46.0,6.1,0,0,3,6221,49140,80,4423,49140,0,23513,49140,67,25445,49140
2026-04-09 00:05:55,17.45,44936.0,46.0,18.1,0,0,27,6221,49140,93,4423,49140,0,23513,49140,3,25443,49140
2026-04-09 00:06:01,17.44,44915.0,46.0,16.2,0,0,4,6221,49140,18,4423,49140,0,23513,49140,2,25443,49140
2026-04-09 00:06:08,17.43,44898.0,46.0,6.5,0,0,25,6221,49140,0,4423,49140,0,23513,49140,11,25443,49140
2026-04-09 00:06:14,17.44,44912.0,46.0,18.2,0,0,16,6221,49140,0,4423,49140,0,23513,49140,43,25443,49140
2026-04-09 00:06:20,17.46,44961.0,46.0,8.0,0,0,15,6221,49140,8,4423,49140,0,23513,49140,4,25443,49140
2026-04-09 00:06:27,17.49,45049.0,46.0,12.8,0,0,5,6221,49140,100,4423,49140,0,23513,49140,4,25443,49140
2026-04-09 00:06:33,17.48,45029.0,46.0,7.9,0,0,11,6217,49140,16,4423,49140,0,23513,49140,3,25443,49140
2026-04-09 00:06:40,17.48,45029.0,46.0,9.7,0,0,19,6217,49140,42,4423,49140,0,23513,49140,2,25445,49140
2026-04-09 00:06:46,17.48,45029.0,46.0,22.3,0,0,5,6217,49140,23,4423,49140,0,23513,49140,81,25445,49140
2026-04-09 00:06:53,17.45,44935.0,46.0,14.6,0,0,12,6217,49140,76,4423,49140,0,23513,49140,32,25443,49140
2026-04-09 00:06:59,17.45,44940.0,46.0,16.6,0,0,5,6217,49140,99,4423,49140,0,23513,49140,85,25443,49140
2026-04-09 00:07:06,17.5,45067.0,46.0,21.2,0,0,21,6221,49140,72,4423,49140,0,23513,49140,21,25443,49140
2026-04-09 00:07:12,17.49,45037.0,46.0,23.7,0,0,29,6217,49140,84,4423,49140,0,23513,49140,3,25445,49140
2026-04-09 00:07:19,17.49,45045.0,46.0,15.6,0,0,4,6217,49140,99,4423,49140,0,23513,49140,3,25443,49140
2026-04-09 00:07:25,17.49,45040.0,46.0,27.4,0,0,5,6217,49140,7,4423,49140,0,23513,49140,3,25443,49140
2026-04-09 00:07:32,17.49,45038.0,46.0,12.6,0,0,4,6217,49140,99,4423,49140,0,23513,49140,12,25443,49140
2026-04-09 00:07:38,17.49,45044.0,46.0,9.3,0,0,5,6217,49140,99,4423,49140,0,23513,49140,7,25443,49140
2026-04-09 00:07:44,17.49,45053.0,46.0,15.2,0,0,5,6217,49140,69,4423,49140,0,23513,49140,15,25443,49140
2026-04-09 00:07:51,17.49,45056.0,46.0,18.1,0,0,11,6217,49140,0,4423,49140,0,23513,49140,14,25443,49140
2026-04-09 00:07:57,17.5,45068.0,46.0,16.1,0,0,22,6217,49140,99,4423,49140,0,23513,49140,41,25443,49140
2026-04-09 00:08:04,17.43,44887.0,46.0,10.9,0,0,5,6217,49140,78,4423,49140,0,23513,49140,4,25443,49140
2026-04-09 00:08:10,17.43,44894.0,46.0,20.8,0,0,5,6217,49140,0,4423,49140,0,23513,49140,79,25443,49140
2026-04-09 00:08:17,17.43,44899.0,46.0,18.3,0,0,12,6217,49140,30,4423,49140,0,23513,49140,4,25445,49140
2026-04-09 00:08:23,17.43,44890.0,46.0,10.2,0,0,7,6217,49140,59,4423,49140,0,23513,49140,4,25443,49140
2026-04-09 00:08:30,17.44,44916.0,46.0,9.0,0,0,3,6217,49140,17,4423,49140,0,23513,49140,15,25443,49140
2026-04-09 00:08:36,17.47,44986.0,46.0,11.0,0,0,4,6217,49140,8,4423,49140,0,23513,49140,4,25443,49140
2026-04-09 00:08:43,17.47,44983.0,46.0,19.1,0,0,11,6217,49140,0,4423,49140,0,23513,49140,73,25443,49140
2026-04-09 00:08:49,17.47,45006.0,46.0,11.5,0,0,3,6217,49140,0,4423,49140,0,23513,49140,69,25443,49140
2026-04-09 00:08:55,17.47,44992.0,46.0,10.4,0,0,4,6217,49140,0,4423,49140,0,23513,49140,28,25443,49140
