Timestamp,Memory_Usage_%,Memory_Used_MB,Disk_Usage_%,CPU_Usage_%,Net_In_KB/s,Net_Out_KB/s,gpu_0_util_%,gpu_0_mem_used_mb,gpu_0_mem_total_mb,gpu_1_util_%,gpu_1_mem_used_mb,gpu_1_mem_total_mb,gpu_2_util_%,gpu_2_mem_used_mb,gpu_2_mem_total_mb,gpu_3_util_%,gpu_3_mem_used_mb,gpu_3_mem_total_mb
2026-04-09 10:57:19,18.71,48191.0,50.0,16.4,0,0,100,22346,49140,100,22339,49140,99,18063,49140,76,39549,49140
2026-04-09 10:57:26,18.71,48179.0,50.0,14.4,0,0,100,23526,49140,100,21647,49140,58,17043,49140,79,37915,49140
2026-04-09 10:57:32,18.7,48169.0,50.0,22.1,0,0,100,21720,49140,100,20699,49140,99,17767,49140,100,38309,49140
2026-04-09 10:57:38,18.71,48183.0,50.0,15.9,0,0,100,22338,49140,100,21541,49140,56,15047,49140,99,38783,49140
2026-04-09 10:57:45,18.7,48168.0,50.0,14.6,0,0,100,21462,49140,100,20995,49140,57,16823,49140,100,39525,49140
2026-04-09 10:57:51,18.7,48171.0,50.0,21.3,0,0,43,18158,49140,100,22101,49140,100,18353,49140,95,39427,49140
2026-04-09 10:57:58,18.71,48180.0,50.0,14.8,0,0,100,23618,49140,99,22055,49140,99,18399,49140,100,38367,49140
2026-04-09 10:58:04,18.69,48148.0,50.0,12.7,0,0,100,21726,49140,100,22171,49140,99,18123,49140,99,38415,49140
2026-04-09 10:58:11,18.7,48176.0,50.0,14.2,0,0,100,22928,49140,99,21201,49140,56,18353,49140,100,39157,49140
2026-04-09 10:58:17,18.7,48167.0,50.0,21.0,0,0,99,23628,49140,98,21305,49140,99,17991,49140,100,39589,49140
2026-04-09 10:58:24,18.7,48168.0,50.0,20.8,0,0,100,21838,49140,73,21541,49140,99,18003,49140,100,39195,49140
2026-04-09 10:58:30,19.15,49310.0,50.0,27.7,0,0,100,23040,49140,100,21541,49140,99,17735,49140,71,36183,49140
2026-04-09 10:58:37,18.57,47826.0,50.0,12.7,0,0,100,22258,49140,100,21123,49140,32,18063,49140,100,38681,49140
2026-04-09 10:58:43,18.6,47898.0,50.0,17.7,0,0,33,19200,49140,99,22339,49140,55,15047,49140,100,38611,49140
2026-04-09 10:58:50,18.61,47927.0,50.0,26.9,0,0,100,22062,49140,100,22341,49140,99,18307,49140,100,38225,49140
2026-04-09 10:58:56,18.62,47948.0,50.0,21.1,0,0,100,22062,49140,100,21233,49140,55,17015,49140,100,39199,49140
2026-04-09 10:59:02,18.66,48049.0,50.0,15.7,0,0,100,22069,49140,100,18115,49140,99,15047,49140,100,39203,49140
2026-04-09 10:59:09,18.62,47961.0,50.0,21.1,0,0,29,18155,49140,99,22397,49140,99,18011,49140,100,36325,49140
2026-04-09 10:59:15,18.62,47960.0,50.0,20.0,0,0,100,22959,49140,100,22269,49140,99,17491,49140,98,37369,49140
2026-04-09 10:59:22,18.6,47912.0,50.0,14.0,0,0,100,20587,49140,100,21575,49140,55,17259,49140,100,38317,49140
2026-04-09 10:59:28,18.6,47914.0,50.0,12.2,0,0,80,21203,49140,98,21021,49140,99,17197,49140,100,38997,49140
2026-04-09 10:59:35,18.48,47593.0,50.0,15.3,0,0,100,22479,49140,100,22187,49140,99,17907,49140,100,38575,49140
2026-04-09 10:59:41,18.49,47611.0,50.0,13.3,0,0,100,20079,49140,100,21367,49140,99,18337,49140,100,38269,49140
2026-04-09 10:59:48,18.47,47572.0,50.0,17.1,0,0,100,18155,49140,100,22367,49140,65,17943,49140,99,39039,49140
2026-04-09 10:59:54,18.47,47562.0,50.0,30.9,0,0,23,18155,49140,100,22367,49140,99,18361,49140,100,38629,49140
2026-04-09 11:00:01,18.48,47590.0,50.0,13.0,0,0,100,22123,49140,100,20989,49140,99,17119,49140,99,36185,49140
2026-04-09 11:00:07,18.46,47554.0,50.0,24.2,0,0,36,20033,49140,100,21329,49140,55,16791,49140,100,38489,49140
2026-04-09 11:00:14,18.46,47552.0,50.0,14.1,0,0,100,23417,49140,99,21841,49140,99,18063,49140,99,39349,49140
2026-04-09 11:00:20,18.44,47494.0,50.0,21.9,0,0,100,22735,49140,100,21057,49140,99,17949,49140,100,38225,49140
2026-04-09 11:00:27,18.44,47496.0,50.0,12.8,0,0,86,22739,49140,100,21927,49140,99,17401,49140,100,39401,49140
2026-04-09 11:00:33,18.44,47497.0,50.0,13.6,0,0,100,22123,49140,100,21605,49140,97,16251,49140,100,39463,49140
2026-04-09 11:00:39,18.45,47529.0,50.0,12.6,0,0,100,22123,49140,100,21987,49140,98,17093,49140,100,39143,49140
2026-04-09 11:00:46,18.44,47499.0,50.0,28.4,0,0,18,18155,49140,100,22071,49140,99,17747,49140,100,39595,49140
2026-04-09 11:00:52,17.94,46205.0,50.0,14.2,0,0,20,3128,49140,99,21841,49140,99,16839,49140,80,39405,49140
2026-04-09 11:00:59,18.05,46497.0,50.0,12.4,0,0,62,4435,49140,100,20995,49140,99,18407,49140,100,38015,49140
2026-04-09 11:01:05,18.08,46566.0,50.0,20.8,0,0,22,18093,49140,100,20699,49140,99,17819,49140,100,37143,49140
2026-04-09 11:01:12,18.26,47036.0,50.0,14.1,0,0,100,27919,49140,99,21707,49140,99,18051,49140,100,38993,49140
2026-04-09 11:01:18,18.26,47037.0,50.0,14.1,0,0,100,27919,49140,100,20699,49140,99,18093,49140,100,39447,49140
2026-04-09 11:01:25,18.33,47213.0,50.0,13.3,0,0,100,27921,49140,100,20439,49140,98,17439,49140,100,39089,49140
2026-04-09 11:01:31,18.33,47218.0,50.0,12.6,0,0,100,27921,49140,100,22077,49140,99,18043,49140,100,38991,49140
2026-04-09 11:01:38,18.32,47177.0,50.0,13.7,0,0,100,27921,49140,100,21901,49140,99,18103,49140,87,39255,49140
2026-04-09 11:01:44,18.31,47160.0,50.0,13.1,0,0,100,27924,49140,100,22473,49140,99,17895,49140,100,39539,49140
2026-04-09 11:01:51,18.42,47448.0,50.0,20.8,0,0,90,27928,49140,100,22177,49140,56,18345,49140,100,38605,49140
2026-04-09 11:01:57,18.44,47500.0,50.0,12.7,0,0,100,24764,49140,100,22333,49140,99,17005,49140,98,39201,49140
2026-04-09 11:02:03,18.45,47517.0,50.0,23.0,0,0,100,26146,49140,100,22333,49140,99,17931,49140,100,39143,49140
2026-04-09 11:02:10,18.45,47512.0,50.0,15.1,0,0,100,26146,49140,82,22127,49140,56,16799,49140,100,38853,49140
2026-04-09 11:02:16,18.44,47505.0,50.0,14.5,0,0,100,26146,49140,100,18115,49140,99,18353,49140,100,39613,49140
2026-04-09 11:02:23,18.45,47523.0,50.0,14.7,0,0,100,26146,49140,100,22011,49140,56,17835,49140,81,39317,49140
2026-04-09 11:02:29,18.45,47507.0,50.0,12.5,0,0,81,26150,49140,100,21535,49140,98,17741,49140,99,38415,49140
2026-04-09 11:02:36,18.46,47542.0,50.0,13.3,0,0,100,25036,49140,100,22163,49140,99,18003,49140,98,38565,49140
2026-04-09 11:02:42,18.48,47597.0,50.0,23.5,0,0,100,25036,49140,100,22107,49140,99,18291,49140,44,38985,49140
2026-04-09 11:02:49,18.47,47578.0,50.0,16.6,0,0,100,25036,49140,100,22101,49140,99,17795,49140,100,39391,49140
2026-04-09 11:02:55,18.46,47556.0,50.0,12.9,0,0,100,25036,49140,100,21707,49140,99,17901,49140,76,39157,49140
2026-04-09 11:03:02,18.45,47532.0,50.0,21.5,0,0,80,25040,49140,100,22113,49140,99,17931,49140,100,39145,49140
2026-04-09 11:03:08,18.44,47505.0,50.0,12.5,0,0,80,25040,49140,100,22339,49140,99,18361,49140,73,39205,49140
2026-04-09 11:03:15,18.45,47523.0,50.0,13.1,0,0,79,25040,49140,100,22193,49140,99,18057,49140,100,39401,49140
2026-04-09 11:03:21,18.48,47584.0,50.0,15.0,0,0,100,29434,49140,100,22195,49140,93,17187,49140,100,39549,49140
2026-04-09 11:03:28,18.46,47543.0,50.0,13.6,0,0,100,31798,49140,99,21943,49140,99,17743,49140,100,38703,49140
2026-04-09 11:03:34,18.46,47540.0,50.0,13.6,0,0,100,31798,49140,100,21469,49140,98,16919,49140,77,37959,49140
2026-04-09 11:03:40,18.46,47546.0,50.0,13.0,0,0,100,31798,49140,100,21471,49140,59,18345,49140,100,38605,49140
2026-04-09 11:03:47,18.47,47582.0,50.0,12.5,0,0,100,31798,49140,100,20497,49140,99,18095,49140,100,39045,49140
2026-04-09 11:03:53,18.47,47577.0,50.0,13.7,0,0,100,31798,49140,100,22071,49140,99,17907,49140,100,37571,49140
2026-04-09 11:04:00,18.46,47551.0,50.0,12.6,0,0,100,31798,49140,100,21941,49140,99,17735,49140,97,38131,49140
2026-04-09 11:04:06,18.46,47543.0,50.0,14.3,0,0,100,31798,49140,100,21907,49140,53,17955,49140,99,39413,49140
2026-04-09 11:04:13,18.47,47583.0,50.0,24.6,0,0,100,31798,49140,100,20021,49140,91,16131,49140,99,36965,49140
2026-04-09 11:04:19,18.47,47561.0,50.0,14.4,0,0,100,31798,49140,100,22113,49140,99,18299,49140,100,37023,49140
2026-04-09 11:04:26,18.46,47556.0,50.0,22.1,0,0,80,31800,49140,100,22101,49140,99,17907,49140,99,38873,49140
2026-04-09 11:04:32,18.47,47572.0,50.0,13.4,0,0,79,31800,49140,100,21463,49140,96,16911,49140,76,38865,49140
2026-04-09 11:04:39,18.49,47629.0,50.0,14.1,0,0,100,29236,49140,100,22177,49140,99,18051,49140,100,38695,49140
2026-04-09 11:04:45,18.49,47610.0,50.0,13.1,0,0,100,31558,49140,100,21841,49140,99,18071,49140,100,39563,49140
2026-04-09 11:04:52,18.49,47630.0,50.0,13.8,0,0,100,31558,49140,100,21841,49140,55,16687,49140,100,38985,49140
2026-04-09 11:04:58,18.48,47594.0,50.0,19.6,0,0,100,31558,49140,93,22015,49140,99,17259,49140,100,36183,49140
2026-04-09 11:05:05,18.49,47613.0,50.0,17.3,0,0,100,31558,49140,100,22017,49140,56,17703,49140,100,38537,49140
2026-04-09 11:05:11,18.49,47617.0,50.0,23.0,0,0,100,31558,49140,100,21635,49140,99,17663,49140,99,38833,49140
2026-04-09 11:05:17,18.48,47609.0,50.0,15.3,0,0,100,31558,49140,100,19313,49140,99,18095,49140,100,39293,49140
2026-04-09 11:05:24,18.53,47731.0,50.0,15.1,0,0,100,31602,49140,100,20961,49140,99,18087,49140,100,39205,49140
2026-04-09 11:05:30,18.55,47773.0,50.0,13.6,0,0,100,31602,49140,52,20583,49140,58,17895,49140,96,38139,49140
2026-04-09 11:05:37,18.53,47716.0,50.0,14.7,0,0,100,31604,49140,100,21535,49140,99,17947,49140,75,39253,49140
2026-04-09 11:05:43,18.51,47683.0,50.0,15.6,0,0,78,31604,49140,100,22091,49140,54,18345,49140,100,38263,49140
2026-04-09 11:05:50,18.53,47733.0,50.0,24.2,0,0,99,28624,49140,100,22403,49140,99,18307,49140,100,38317,49140
2026-04-09 11:05:56,18.51,47682.0,50.0,12.9,0,0,100,30808,49140,100,22107,49140,99,18353,49140,100,38631,49140
2026-04-09 11:06:03,18.52,47698.0,50.0,14.0,0,0,100,30808,49140,100,20083,49140,99,18039,49140,100,39599,49140
2026-04-09 11:06:09,18.51,47685.0,50.0,15.9,0,0,100,30805,49140,100,19429,49140,99,17955,49140,100,38697,49140
2026-04-09 11:06:16,18.51,47666.0,50.0,14.0,0,0,100,30805,49140,100,19385,49140,99,17267,49140,100,39357,49140
2026-04-09 11:06:22,18.52,47689.0,50.0,13.5,0,0,100,30805,49140,74,22093,49140,99,17663,49140,99,36183,49140
2026-04-09 11:06:29,18.51,47663.0,50.0,16.4,0,0,100,30805,49140,100,22269,49140,98,17871,49140,100,38543,49140
2026-04-09 11:06:35,18.51,47666.0,50.0,13.8,0,0,100,30805,49140,100,21367,49140,56,17959,49140,100,39031,49140
2026-04-09 11:06:41,18.04,46452.0,50.0,20.1,0,0,100,30805,49140,100,22009,49140,72,17735,49140,11,21155,49140
2026-04-09 11:06:48,18.08,46564.0,50.0,12.6,0,0,83,30854,49140,100,21921,49140,55,16655,49140,33,21155,49140
2026-04-09 11:06:54,18.23,46944.0,50.0,14.5,0,0,100,23661,49140,100,21453,49140,99,18099,49140,30,28825,49140
2026-04-09 11:07:01,18.44,47499.0,50.0,12.7,0,0,100,24797,49140,100,22009,49140,98,15047,49140,100,44259,49140
2026-04-09 11:07:07,18.44,47486.0,50.0,12.1,0,0,100,24797,49140,100,21659,49140,99,17723,49140,100,44257,49140
2026-04-09 11:07:14,18.5,47646.0,50.0,17.3,0,0,100,24797,49140,100,22269,49140,99,18399,49140,82,44261,49140
2026-04-09 11:07:20,18.02,46415.0,50.0,13.1,0,0,85,24801,49140,92,22271,49140,0,20,49140,99,42791,49140
2026-04-09 11:07:27,18.08,46555.0,50.0,12.2,0,0,90,24801,49140,100,21719,49140,0,20,49140,100,42793,49140
2026-04-09 11:07:33,18.22,46938.0,50.0,13.0,0,0,100,25993,49140,100,22071,49140,26,9185,49140,100,41871,49140
2026-04-09 11:07:40,18.43,47462.0,50.0,13.0,0,0,100,25993,49140,99,21943,49140,99,22481,49140,77,41875,49140
2026-04-09 11:07:46,18.42,47452.0,50.0,12.5,0,0,100,25993,49140,100,22269,49140,100,24173,49140,15,47461,49140
2026-04-09 11:07:53,18.5,47636.0,50.0,13.3,0,0,100,25993,49140,100,21269,49140,100,21131,49140,100,47461,49140
2026-04-09 11:07:59,18.46,47554.0,50.0,13.7,0,0,79,25997,49140,100,22077,49140,100,22513,49140,100,47463,49140
2026-04-09 11:08:06,18.48,47600.0,50.0,14.2,0,0,57,22257,49140,100,22091,49140,99,20283,49140,100,47461,49140
2026-04-09 11:08:12,18.48,47590.0,50.0,13.1,0,0,100,23097,49140,97,22293,49140,56,21475,49140,87,47463,49140
2026-04-09 11:08:19,18.49,47611.0,50.0,15.5,0,0,100,23097,49140,100,22179,49140,100,18335,49140,99,47265,49140
2026-04-09 11:08:25,18.47,47565.0,50.0,15.4,0,0,86,23101,49140,100,22245,49140,100,25429,49140,100,47263,49140
2026-04-09 11:08:31,18.48,47602.0,50.0,17.7,0,0,100,22777,49140,100,21039,49140,100,27793,49140,100,47263,49140
2026-04-09 11:08:38,18.48,47594.0,50.0,23.4,0,0,89,22779,49140,100,22121,49140,100,27793,49140,79,36205,49140
2026-04-09 11:08:44,18.48,47598.0,50.0,14.0,0,0,100,22041,49140,56,21367,49140,15,25247,49140,100,46609,49140
2026-04-09 11:08:51,18.48,47591.0,50.0,12.4,0,0,96,23757,49140,100,21055,49140,99,25247,49140,100,46609,49140
2026-04-09 11:08:57,18.49,47632.0,50.0,13.1,0,0,100,25901,49140,100,21641,49140,100,27569,49140,100,46609,49140
2026-04-09 11:09:04,18.5,47653.0,50.0,14.1,0,0,100,25901,49140,98,20893,49140,78,27569,49140,100,41603,49140
2026-04-09 11:09:10,18.49,47622.0,50.0,21.1,0,0,100,25901,49140,100,21965,49140,100,24643,49140,99,41609,49140
2026-04-09 11:09:17,18.48,47606.0,50.0,12.6,0,0,100,25901,49140,100,21575,49140,100,24643,49140,100,42593,49140
2026-04-09 11:09:23,18.49,47618.0,50.0,15.8,0,0,80,25905,49140,100,22071,49140,100,26827,49140,100,42599,49140
2026-04-09 11:09:30,18.48,47605.0,50.0,21.6,0,0,85,17303,49140,100,20033,49140,100,20035,49140,100,40199,49140
2026-04-09 11:09:36,18.48,47603.0,50.0,13.4,0,0,99,23197,49140,100,21663,49140,59,21171,49140,100,38629,49140
2026-04-09 11:09:43,18.49,47632.0,50.0,23.0,0,0,86,23199,49140,100,20507,49140,100,20949,49140,76,38639,49140
2026-04-09 11:09:49,18.72,48227.0,50.0,28.5,0,0,100,22565,49140,100,22255,49140,100,22289,49140,100,42473,49140
2026-04-09 11:09:55,18.72,48212.0,50.0,13.1,0,0,84,23169,49140,100,20003,49140,100,18743,49140,100,42473,49140
2026-04-09 11:10:02,18.73,48249.0,50.0,13.4,0,0,84,23169,49140,100,22137,49140,99,17401,49140,100,38103,49140
2026-04-09 11:10:08,18.75,48291.0,50.0,21.7,0,0,100,21125,49140,99,21453,49140,99,17335,49140,74,38117,49140
2026-04-09 11:10:15,18.75,48295.0,50.0,22.6,0,0,100,22867,49140,100,22137,49140,99,20837,49140,74,38089,49140
2026-04-09 11:10:21,18.83,48495.0,50.0,16.4,0,0,96,22869,49140,100,19041,49140,58,22153,49140,99,38941,49140
2026-04-09 11:10:28,18.31,47148.0,50.0,15.7,0,0,94,22869,49140,14,3051,49140,54,17223,49140,100,37525,49140
2026-04-09 11:10:34,18.39,47374.0,50.0,21.4,0,0,83,22869,49140,100,3051,49140,60,17199,49140,100,41557,49140
2026-04-09 11:10:41,18.52,47691.0,50.0,13.3,0,0,37,20011,49140,100,11111,49140,99,17691,49140,74,41561,49140
2026-04-09 11:10:47,18.79,48394.0,50.0,24.4,0,0,90,22883,49140,100,30043,49140,98,16395,49140,86,39377,49140
2026-04-09 11:10:54,18.8,48410.0,50.0,17.9,0,0,100,24919,49140,100,30043,49140,99,21117,49140,25,41605,49140
2026-04-09 11:11:00,18.77,48352.0,50.0,25.8,0,0,100,24919,49140,100,30043,49140,98,16819,49140,100,41605,49140
2026-04-09 11:11:07,18.63,47988.0,50.0,19.1,0,0,100,24919,49140,100,30043,49140,100,18667,49140,74,21157,49140
2026-04-09 11:11:13,18.39,47362.0,50.0,13.1,0,0,61,24923,49140,100,30043,49140,100,20035,49140,27,21157,49140
2026-04-09 11:11:20,18.53,47730.0,50.0,19.7,0,0,100,20583,49140,100,27877,49140,58,15069,49140,13,23835,49140
2026-04-09 11:11:26,18.16,46781.0,50.0,19.5,0,0,92,23823,49140,100,27877,49140,0,20,49140,3,37197,49140
2026-04-09 11:11:32,18.49,47631.0,50.0,22.4,0,0,100,22975,49140,99,27877,49140,0,20,49140,73,39365,49140
2026-04-09 11:11:39,18.57,47821.0,50.0,14.7,0,0,100,23667,49140,100,26063,49140,19,14985,49140,100,39039,49140
2026-04-09 11:11:45,18.83,48507.0,50.0,22.7,0,0,91,23671,49140,100,26063,49140,57,18097,49140,99,37381,49140
2026-04-09 11:11:52,18.84,48513.0,50.0,14.3,0,0,100,25651,49140,100,26063,49140,99,17913,49140,99,37707,49140
2026-04-09 11:11:58,18.87,48598.0,50.0,19.2,0,0,100,25651,49140,91,26063,49140,54,16251,49140,71,37029,49140
2026-04-09 11:12:05,18.84,48519.0,50.0,13.8,0,0,100,25651,49140,100,26783,49140,99,17835,49140,100,37825,49140
2026-04-09 11:12:11,18.82,48470.0,50.0,12.8,0,0,95,25655,49140,100,33875,49140,56,17639,49140,100,39249,49140
2026-04-09 11:12:18,18.9,48668.0,50.0,24.1,0,0,80,25655,49140,100,33875,49140,99,17187,49140,100,38947,49140
2026-04-09 11:12:24,18.39,47354.0,50.0,13.5,0,0,21,4072,49140,100,33875,49140,99,17931,49140,70,39149,49140
2026-04-09 11:12:31,18.44,47495.0,50.0,14.9,0,0,59,4072,49140,100,33875,49140,99,17691,49140,80,39261,49140
2026-04-09 11:12:37,18.76,48324.0,50.0,21.4,0,0,62,16631,49140,100,33875,49140,99,17741,49140,99,37685,49140
2026-04-09 11:12:44,18.96,48832.0,50.0,26.7,0,0,100,23421,49140,100,33875,49140,57,16841,49140,100,38105,49140
2026-04-09 11:12:50,18.99,48923.0,50.0,28.6,0,0,100,23421,49140,100,33593,49140,98,16101,49140,100,37947,49140
2026-04-09 11:12:57,19.08,49148.0,50.0,14.6,0,0,15,19099,49140,100,33593,49140,98,17223,49140,100,38437,49140
2026-04-09 11:13:03,19.11,49231.0,50.0,13.4,0,0,100,22173,49140,100,33593,49140,55,18063,49140,73,38593,49140
2026-04-09 11:13:09,19.1,49205.0,50.0,21.6,0,0,100,23919,49140,100,33593,49140,96,17209,49140,85,39305,49140
2026-04-09 11:13:16,19.1,49200.0,50.0,15.0,0,0,58,19095,49140,100,33593,49140,99,17767,49140,100,37751,49140
2026-04-09 11:13:22,19.11,49230.0,50.0,17.5,0,0,100,23073,49140,100,33593,49140,55,17955,49140,93,39005,49140
2026-04-09 11:13:29,19.1,49205.0,50.0,13.0,0,0,40,19095,49140,100,33521,49140,54,16483,49140,99,39033,49140
2026-04-09 11:13:35,19.12,49246.0,50.0,14.1,0,0,100,20999,49140,100,33521,49140,99,17741,49140,99,39035,49140
2026-04-09 11:13:42,19.12,49242.0,50.0,21.7,0,0,27,21549,49140,100,33521,49140,99,18399,49140,93,38991,49140
2026-04-09 11:13:48,19.12,49249.0,50.0,12.5,0,0,100,23817,49140,100,33521,49140,99,18123,49140,100,39157,49140
2026-04-09 11:13:55,19.13,49272.0,50.0,15.1,0,0,100,22181,49140,100,33521,49140,55,15047,49140,100,39245,49140
2026-04-09 11:14:01,19.11,49232.0,50.0,17.9,0,0,85,23845,49140,100,33521,49140,99,17991,49140,99,38481,49140
2026-04-09 11:14:08,19.12,49246.0,50.0,21.8,0,0,100,22967,49140,100,25691,49140,99,18003,49140,100,38993,49140
2026-04-09 11:14:14,19.14,49285.0,50.0,15.5,0,0,22,20093,49140,100,25691,49140,58,17735,49140,100,38847,49140
2026-04-09 11:14:21,19.12,49255.0,50.0,21.5,0,0,59,20979,49140,100,25691,49140,99,18063,49140,100,38941,49140
2026-04-09 11:14:27,19.12,49252.0,50.0,17.8,0,0,100,24367,49140,100,27065,49140,99,17967,49140,100,38951,49140
2026-04-09 11:14:33,19.13,49278.0,50.0,12.9,0,0,100,24017,49140,100,27065,49140,99,17703,49140,100,37923,49140
2026-04-09 11:14:40,19.12,49236.0,50.0,22.0,0,0,100,23339,49140,100,27065,49140,55,17015,49140,100,38761,49140
2026-04-09 11:14:46,19.11,49229.0,50.0,14.0,0,0,79,19097,49140,68,27065,49140,99,17099,49140,80,38431,49140
2026-04-09 11:14:53,19.13,49279.0,50.0,24.2,0,0,100,23275,49140,100,23727,49140,89,18011,49140,100,37417,49140
2026-04-09 11:14:59,19.12,49234.0,50.0,13.9,0,0,51,19097,49140,83,23727,49140,99,17685,49140,99,38847,49140
2026-04-09 11:15:06,19.13,49263.0,50.0,14.1,0,0,100,23539,49140,100,21305,49140,56,16837,49140,100,38133,49140
2026-04-09 11:15:12,19.11,49222.0,50.0,15.2,0,0,97,23541,49140,100,21307,49140,99,17155,49140,96,38387,49140
2026-04-09 11:15:19,19.13,49266.0,50.0,21.0,0,0,100,23011,49140,93,20975,49140,60,17907,49140,100,37727,49140
2026-04-09 11:15:25,19.13,49263.0,50.0,22.3,0,0,77,23013,49140,100,27415,49140,99,17931,49140,100,38729,49140
2026-04-09 11:15:32,19.28,49659.0,50.0,16.2,0,0,100,23737,49140,100,27415,49140,98,17143,49140,80,38365,49140
2026-04-09 11:15:38,19.25,49592.0,50.0,13.5,0,0,88,24345,49140,100,27415,49140,98,17943,49140,100,39199,49140
2026-04-09 11:15:45,19.27,49638.0,50.0,16.3,0,0,100,23295,49140,59,20901,49140,56,17747,49140,100,39001,49140
2026-04-09 11:15:51,19.26,49618.0,50.0,35.2,0,0,99,23299,49140,72,20903,49140,98,17119,49140,99,38015,49140
2026-04-09 11:15:58,19.27,49620.0,50.0,23.8,0,0,30,20587,49140,100,20961,49140,56,16791,49140,79,37723,49140
2026-04-09 11:16:04,19.27,49644.0,50.0,22.7,0,0,16,19097,49140,100,20963,49140,99,18063,49140,94,38841,49140
2026-04-09 11:16:11,19.27,49630.0,50.0,13.4,0,0,99,21461,49140,100,22009,49140,77,17949,49140,100,39199,49140
2026-04-09 11:16:17,19.26,49598.0,50.0,13.9,0,0,100,24409,49140,100,22011,49140,99,17401,49140,100,38481,49140
2026-04-09 11:16:23,19.26,49599.0,50.0,26.4,0,0,100,22909,49140,100,20035,49140,56,16251,49140,100,38613,49140
2026-04-09 11:16:30,19.25,49572.0,50.0,23.5,0,0,100,24109,49140,100,25623,49140,99,17093,49140,70,37387,49140
2026-04-09 11:16:36,19.24,49542.0,50.0,14.9,0,0,100,24181,49140,100,25623,49140,55,16153,49140,100,38319,49140
2026-04-09 11:16:43,19.23,49536.0,50.0,12.4,0,0,94,19703,49140,61,25623,49140,99,17347,49140,100,38999,49140
2026-04-09 11:16:49,19.25,49577.0,50.0,12.8,0,0,100,21710,49140,100,20377,49140,45,17785,49140,100,38575,49140
2026-04-09 11:16:56,19.25,49571.0,50.0,35.2,0,0,100,24734,49140,99,22621,49140,99,17703,49140,100,38275,49140
2026-04-09 11:17:02,19.25,49577.0,50.0,12.5,0,0,100,22536,49140,100,22623,49140,99,17243,49140,99,39041,49140
2026-04-09 11:17:09,19.26,49596.0,50.0,50.3,0,0,100,23738,49140,100,25691,49140,99,17663,49140,100,38629,49140
2026-04-09 11:17:15,19.25,49586.0,50.0,13.1,0,0,100,23220,49140,100,25691,49140,99,18093,49140,100,38121,49140
2026-04-09 11:17:22,19.24,49559.0,50.0,29.1,0,0,100,23222,49140,68,25691,49140,54,17099,49140,100,38491,49140
2026-04-09 11:17:28,18.78,48381.0,50.0,18.4,0,0,99,23356,49140,99,3051,49140,99,17563,49140,99,39351,49140
2026-04-09 11:17:35,18.88,48633.0,50.0,17.9,0,0,100,23356,49140,36,3051,49140,99,17149,49140,100,38219,49140
2026-04-09 11:17:41,18.96,48845.0,50.0,15.7,0,0,94,19100,49140,76,14727,49140,99,17691,49140,100,38825,49140
2026-04-09 11:17:48,18.62,47952.0,50.0,12.3,0,0,100,23912,49140,100,22253,49140,99,17895,49140,95,38879,49140
2026-04-09 11:17:54,18.65,48030.0,50.0,21.4,0,0,100,23024,49140,100,21901,49140,56,17735,49140,100,38523,49140
2026-04-09 11:18:00,18.63,47984.0,50.0,57.7,0,0,100,23026,49140,100,22397,49140,98,17005,49140,73,39151,49140
2026-04-09 11:18:07,18.64,48000.0,50.0,14.1,0,0,100,23014,49140,100,22399,49140,99,17931,49140,100,38825,49140
2026-04-09 11:18:13,18.63,47987.0,50.0,18.4,0,0,85,23016,49140,100,20393,49140,56,16799,49140,100,38235,49140
2026-04-09 11:18:20,18.62,47966.0,50.0,17.7,0,0,100,22448,49140,100,20265,49140,99,18087,49140,99,37283,49140
2026-04-09 11:18:26,18.63,47977.0,50.0,20.1,0,0,100,23068,49140,100,21535,49140,99,18469,49140,99,37731,49140
2026-04-09 11:18:33,18.62,47968.0,50.0,13.9,0,0,100,23068,49140,52,18115,49140,99,17741,49140,91,38865,49140
2026-04-09 11:18:39,18.62,47962.0,50.0,16.8,0,0,100,23068,49140,100,20581,49140,87,18003,49140,100,39089,49140
2026-04-09 11:18:46,18.63,47977.0,50.0,12.8,0,0,100,22988,49140,100,21707,49140,99,17691,49140,99,38991,49140
2026-04-09 11:18:52,18.64,47999.0,50.0,22.7,0,0,100,24188,49140,100,22121,49140,99,17795,49140,93,38617,49140
2026-04-09 11:18:59,18.63,47983.0,50.0,12.7,0,0,100,23014,49140,99,22009,49140,57,17943,49140,99,38941,49140
2026-04-09 11:19:05,18.62,47965.0,50.0,14.0,0,0,100,23014,49140,100,22077,49140,99,17895,49140,99,38605,49140
2026-04-09 11:19:12,18.62,47949.0,50.0,12.3,0,0,100,23152,49140,100,22107,49140,99,18079,49140,100,39195,49140
2026-04-09 11:19:18,18.62,47945.0,50.0,17.1,0,0,100,23754,49140,100,22109,49140,28,18057,49140,99,39143,49140
2026-04-09 11:19:24,18.62,47959.0,50.0,14.5,0,0,100,23268,49140,100,22251,49140,99,18123,49140,100,38853,49140
2026-04-09 11:19:31,18.61,47938.0,50.0,12.9,0,0,100,23272,49140,100,20221,49140,56,17671,49140,100,38999,49140
2026-04-09 11:19:37,18.61,47926.0,50.0,21.8,0,0,100,23288,49140,99,19399,49140,99,16955,49140,100,39313,49140
